,actual,author,birthdate,date,doc_id,enumcron,final_genre,firstpub,gender,genretags,imprint,locnum,nationality,oclc,predicted,recordid,subjects,title,zscore
876,1919,"Pease, Howard,",,1919,uc2.ark+=13960=t7np1xq4d,,gothic,1919,m,teamblack | locghost | stew,London;E. ,,,3715366,1916.060882,6934614,Ghost stor,Border ghost stories,-0.245854775
359,1978,"Brown, Wesley,",1945,1978,21501,,non_genre,1978,m,chirandom | teamred,New York R,,us,,1975.0403,,Bildungsro,Tragic magic,-0.247211884
270,1965,"Prather, Richard S,",1921,1965,20653,,crime,1965,m,teamred | chimyst,New York T,,us,,1961.969482,,"Scott, She",The meandering corpse,-0.251881468
807,1897,"Wait, Frona Eunice,",1859,1897,uc1.b3578887,,scifi,1897,f,teamred | femscifi,San Franci,PZ3.C6709Y,us,6443351,1893.875308,6678235,,Yermah the Dorado,-0.258091048
939,1850,"Hawthorne, Nathaniel,",1804,1889,uva.x000180089,,gothic,1850,m,teamred | pbgothic | stew,"Boston, Ne",PZ3.H318Sc20,us,34554465,1846.832688,9793718,,The scarlet letter,-0.260901294
3,1930,"Burroughs, Edgar Rice,",1875,1930,10083,,scifi,1930,m,teamred | chifantasy | chiscifi,New York G,,us,,1926.704716,,Adventure ,Tarzan at the earth's cor,-0.269339375
626,1794,"Radcliffe, Ann Ward,",1764,1828,njp.32101051650776,vol.1,gothic,1794,f,teamblack | pbgothic | stew,Philadelph,PR5202.M9 1828,uk,4321242,1790.700611,8899606,,The mysteries of Udolpho,-0.26961009
476,1922,"Kyne, Peter B.",1880,1922,4698,,non_genre,1922,m,chirandom | teamred,New York C,,us,,1918.655423,,Shipping c,Cappy Ricks retires,-0.272589672
514,1862,"Braddon, M. E.",1835,1864,dul1.ark+=13960=t4jm31m6k,,sensation,1862,f,teamred | sensation | stew,Mobile,,uk,,1858.635582,,,Lady Audley's Secret,-0.273897919
371,1979,"Cline, C. Terry,",1935,1979,21607,,non_genre,1979,m,chirandom | teamblack,Garden Cit,,us,,1975.631508,,Visions,Cross current,-0.274166518
119,1924,"Fletcher, J. S.",1863,1924,11121,,crime,1924,m,teamblack | chimyst,New York; ,,uk,,1920.603874,,Mystery fi,The safety pin,-0.275988657
271,1965,"Raphael, Rick,",1919,1965,20655,,scifi,1965,m,teamred | chiscifi | stew,New York S,,us,,1961.57716,,Science fi,Code three,-0.277750126
182,1946,"Koestler, Arthur,",1905,1946,11809,,non_genre,1946,m,chirandom | teamblack,New York M,,uk,,1942.55471,,Jews;Jewis,Thieves in the night,-0.27923036
196,1951,"Asimov, Isaac,",1920,1951,20002,,scifi,1951,m,teamred | chiscifi,Garden Cit,,us,,1947.511311,,Science fi,Foundation,-0.282092002
420,1987,"Collins, Max Allan,",1968,1987,22649,,crime,1987,m,teamblack | chimyst,New York; ,,us,,1983.431187,,Thrillers;,Spree,-0.287375156
629,1903,"Isham, Frederic Stewart,",1866,1903,njp.32101063580995,,non_genre,1903,m,teamred | random,Indianapol,,us,10095079,1899.419542,8916628,,Under the rose,-0.288142995
321,1973,"Gardner, John,",1933,1973,21094,,non_genre,1973,m,chirandom | teamred | chifantasy,New York A,,us,,1969.397034,,Jason (Gre,Jason and Medeia,-0.289627147
288,1967,"Levin, Ira,",1929,1967,20743,,gothic,1967,m,teamblack | pbgothic | chihorror | stew,New York R,,us,,1963.395072,,Upper West,Rosemary's baby,-0.289756498
846,1863,"Reade, Charles,",1814,1899,uc2.ark+=13960=t3bz6dj56,v. 1,sensation,1863,m,teamred | sensation | stew,Boston,,uk,,1859.371477,,,Hard Cash,-0.291312258
280,1966,"MacDonald, John D.",1916,1966,20698,,crime,1966,m,teamred | chimyst,New York F,,us,,1962.360917,,Florida --,Darker than amber,-0.292008591
272,1965,"Spencer, Elizabeth,",1921,1965,20661,,non_genre,1965,f,chirandom | teamblack,New York T,,us,,1961.34576,,Mississipp,The voice at the back doo,-0.29300801
823,1887,"Clarke, Rebecca Sophia,",1883,1887,uc2.ark+=13960=t0js9hc64,,non_genre,1887,f,teamblack | random,Boston;Lee,,us,8569879,1883.342414,7655935,,Drones' honey,-0.293228598
744,1911,"Wells, Carolyn,",1862,1911,nyp.33433076073786,,crime,1911,f,teamred | det100 | stew,Philadelph,PZ3.W463GlPS3545.E533,us,4530196,1907.302924,8660028,,The gold bag,-0.295832497
115,1940,"Chandler, Raymond,",1888,1940,11101,,crime,1940,m,det100 | teamblack | hardboiled | stew,New York: ,,us,,1936.243043,,,Farewell My Lovely,-0.299780832
437,1988,"Hambly, Barbara",1951,1988,22897,,gothic,1988,f,chifantasy | teamblack | pbgothic | stew,New York: ,,us,,1984.242424,,Fantasy fi,Those who hunt the night,-0.299821693
239,1959,"Kirkland, Elithe Hamilton",,1959,20380,,non_genre,1959,f,chirandom | teamblack,Garden Cit,,us,,1955.241307,,,Love is a wild assault,-0.299895359
289,1967,"McNichols, Charles Longstreth,",1895,1967,20750,,non_genre,1967,m,chirandom | teamred," Lincoln, University of Nebraska Press 1967",,us,,1963.22928,144,Mohave Indians;Arizona,Crazy weather,-0.300688358
452,1952,"Allingham, Margery,",1904,1952,23468,,crime,1952,f,teamred | chimyst | cozy,Garden Cit,,uk,,1948.195999,,England;En,The tiger in the smoke,-0.30288279
4,1930,"Stratemeyer, Edward,",1862,1930,10086,,non_genre,1930,m,chirandom | teamblack,Boston Lot,,us,,1926.185518,,Mexican Wa,With Taylor on the Rio Gr,-0.3035739
360,1978,"Daniels, Les,",1943,1978,21511,,gothic,1978,m,teamred | chihorror | stew,New York C,,us,,1974.174168,,Spain -- H,The black castle,-0.30432228
624,1807,"Dacre, Charlotte,",1771,1807,njp.32101037977574,vol.3-4,gothic,1807,f,teamblack | pbgothic,London;T. ,,uk,777049387,1803.134687,8889025,,The libertine;,-0.30692557
806,1880,"Greg, Percy,",1836,1880,uc1.b3578701,v.2,scifi,1880,m,teamblack | anatscifi | locscifi,London;TrÃ_,PZ3.G8616A,uk,12767085,1876.075426,6678144,Science fi,Across the zodiac,-0.310833086
139,1930,"Stapledon, Olaf,",1886,1930,11305,,scifi,1930,m,teamred | chiscifi | stew,London Met,,uk,,1926.046513,,Science fi,Last and first men,-0.31273952
862,1879,"Pinkerton, Allan,",1819,1879,uc2.ark+=13960=t5bc3wr6q,,crime,1879,m,teamred | locdetective,New York;G,,us,12719329,1874.993769,7670294,Detectives,Mississippi outlaws and t,-0.316217301
104,1932,"Huxley, Aldous,",1894,1932,11043,,scifi,1932,m,chiutopia | teamblack | chiscifi,Garden Cit,,uk,,1927.940915,,Culture;Gr,Brave new world,-0.319702351
571,1920,"Hewlett, Maurice,",1861,1920,mdp.39015031235545,,non_genre,1920,m,teamred | random,New York;H,PZ3.H498Lig,uk,3945313,1915.883891,437866,Fiction;ÃƒÂ_,The light heart,-0.323462358
323,1973,"MacDonald, John D.",1916,1973,21114,,crime,1973,m,chirandom | teamred | chimyst,New York L,,us,,1968.784571,,Florida --,The scarlet ruse,-0.330011237
294,1968,"Peters, Elizabeth,",1927,1968,20794,,non_genre,1968,f,chirandom | teamblack,New York M,,us,,1963.733301,,Egypt;Roma,The jackal's head,-0.333391846
192,1950,"Pragnell, Festus,",1905,1950,11921,,non_genre,1950,m,teamred | chifantasy,New York  ,,uk,,1945.688269,,Fantasy fi,The green man of Graypec,-0.336361163
555,1918,"Post, Melville Davisson,",1869,1918,mdp.39015010776881,,crime,1918,m,det100 | teamblack | stew,New York;L,PZ3.P844U,us,1016010,1913.674588,205914,,"Uncle Abner, master of my",-0.337263216
724,1904,"Tracy, Louis,",1863,1904,nyp.33433075763080,,crime,1904,m,det100 | teamblack,New York;R,PZ3.T674A1,uk,1935922,1899.632383,7673651,,The Albert Gate mystery,-0.340046121
583,1922,"Marquand, John P.",1893,1922,mdp.39015062473205,,non_genre,1922,m,teamred | random,New York;C,,us,63670224,1917.62598,5110965,,The unspeakable gentleman,-0.340468315
125,1926,"Gask, Arthur,",1872,1926,11169,,crime,1926,m,chirandom | teamblack | chimyst,London H. ,,uk,,1921.61151,,,Cloud: the smiter,-0.341422415
952,1910,"Leroux, Gaston,",1868,1910,uva.x001752097,,crime,1910,m,teamred | det100,New York;G,,fr,704115751,1905.565576,9794563,,The mystery of the yellow,-0.344451159
914,1867,"Kirkus, William,",1830,1867,uiuo.ark+=13960=t42r4bj1d,v.2,non_genre,1867,m,teamblack | random,London;Tin,,uk,2208440,1862.546784,8722031,,Only to be married,-0.345690305
789,1864,"Le Fanu, Joseph Sheridan,",1814,1864,uc1.b250129,v.3,multi,1864,m,teamred | sensation | pbgothic | stew,London;R. ,,ir,5515317,1859.544138,6502425,,Uncle Silas,-0.345864744
735,1900,"Osborne, Duffield,",1858,1900,nyp.33433076024060,,scifi,1900,m,teamred | locscifi | stew,New York;L,PZ3.O815 #b Se,us,16402623,1895.447046,8690139,Science fi,The secret of the crater,-0.352266709
487,1898,"James, Henry,",1843,1898,JamesTurnOfScrew1898,,gothic,1898,m,teamred | pbgothic,,,us,,1893.440063,,,The Turn of the Screw,-0.352727208
865,1885,"Lynch, Lawrence L.",1853,1886,uc2.ark+=13960=t5n874v29,,crime,1885,f,det100 | teamblack,Chicago;A.,,us,320092736,1880.366795,7666192,,"Dangerous ground, or, The",-0.357558286
736,1921,"Rice, Alice Caldwell Hega",1870,1921,nyp.33433076047608,,non_genre,1921,f,teamred | random,New York;T,PZ3.R36Qui,us,2003540,1916.36538,7669798,,Quin,-0.357651548
16,1927,"Glaspell, Susan,",1876,1927,10269,,crime,1927,f,chirandom | teamred | chimyst,London E. ,,us,,1922.357319,,Mystery an,A jury of her peers,-0.358183087
672,1905,"Gibbon, Perceval,",1879,1909,nyp.33433074857248,,non_genre,1905,m,teamblack | random,New York;D,PZ3.G3523S,uk,6782292,1900.232379,6533670,,Salvator,-0.366421271
389,1981,"Valin, Jonathan,",1947,1981,21904,,crime,1981,m,teamblack | chimyst | stew,New York D,,us,,1976.212826,,"Stoner, Ha",Dead Letter,-0.367710587
161,1937,"Rhode, John",1884,1937,11545,,crime,1937,m,teamred | det100 | stew,New York: ,,uk,,1932.165454,,,The harvest murder,-0.370834157
388,1981,"Strieber, Whitley",1945,1981,21900,,gothic,1981,m,teamblack | pbgothic | stew,New York: ,,us,,1976.163496,,Vampires,The hunger,-0.370963227
953,1871,"Lytton, Edward Bulwer Lyt",1803,1871,uva.x030223689,,scifi,1871,m,teamblack | anatscifi,New York;F,,uk,1827211,1866.161916,9795627,Utopias,The coming race,-0.371067405
255,1962,"Shannon, Dell,",1921,1962,20522,,crime,1962,m,teamblack | chimyst,New York W,,us,,1957.076404,,"Mendoza, L",Extra kill,-0.376705882
651,1795,"Cumberland, Richard,",1732,1798,nnc1.0037104152,v.3,non_genre,1795,m,teamred | random,London;Pri,,uk,6702182,1790.05158,8398357,,Henry,-0.378342714
453,1953,"Goudge, Elizabeth,",1900,1953,23474,,non_genre,1953,f,chirandom | teamred,New York C,,uk,,1947.989929,,Music;Larg,The heart of the family,-0.382407767
38,1933,"Endore, S. Guy,",1900,1933,10403,,gothic,1933,m,chifantasy | teamblack | chihorror | stew,New York F,,us,,1927.958116,,Paris (Fra,The werewolf of Paris,-0.384505416
456,1964,"Snow, C. P.",1905,1964,23514,,non_genre,1964,m,chirandom | teamblack,New York C,,uk,,1958.954658,,Politik;En,Corridors of power,-0.384733437
717,1921,AnonymousGhost3,,1921,nyp.33433075732655,,gothic,1921,,teamred | locghost | stew,New York;L,PZ1.S285Hu,,1376917,1915.899743,8667561,Ghost stor,Humorous ghost stories,-0.388354415
715,1920,"Christie, Agatha,",1890,1920,nyp.33433074970710,,crime,1920,f,det100 | teamblack | cozy,London;New,,uk,8661270,1914.660517,8667899,,The mysterious affair at ,-0.404128295
93,1949,"Zagat, Arthur Leo,",1896,1949,10968,,scifi,1949,m,teamblack | chiscifi,Pa. Fantas,,us,,1943.621709,,Science fi,Seven out of time,-0.406687242
265,1965,"Braithwaite, E. R.  (Edwa",,1965,20620,,non_genre,1965,m,chirandom | teamblack,London Bod,,guyana,,1959.557343,,,Choice of straws,-0.410931326
175,1942,"Stapledon, Olaf,",1886,1942,11711,,scifi,1942,m,teamred | chiscifi,London Met,,uk,,1936.524082,,Science fi,Darkness and the light,-0.413124458
15,1926,"Van Dine, S. S",1888,1926,10265,,crime,1926,m,teamred | det100,New York: ,,us,,1920.43423,,"Vance, Phi",The Benson murder case,-0.419049043
947,1899,"Thornton, Marcellus Eugen",1846,1899,uva.x000676502,,non_genre,1899,m,teamred | random,London;New,,us,9671514,1893.426222,9794578,,"My ""budie"" and I",-0.41957711
661,1890,"Donnelly, Ignatius,",1831,1890,nyp.33433039680552,,scifi,1890,m,teamred | anatscifi,Chicago;F.,,us,,1884.410961,8611888,,CÃ_sar's column,-0.420583385
27,1930,"Kline, Otis Adelbert,",1891,1930,10336,,scifi,1930,m,teamred | chiscifi | stew,Chicago A.,,us,,1924.406103,,Science fi,Maza of the moon,-0.420903705
406,1984,"Muller, Marcia,",1944,1984,22241,,crime,1984,f,teamred | chimyst | stew,New York S,,us,,1978.340401,,San Franci,Games to keep the dark aw,-0.425235861
451,1989,"Weinstein, Howard,",1954,1989,23231,,scifi,1989,m,chirandom | teamblack | chiscifi | stew,New York P,,us,,1983.158599,,Science fi,Power hungry,-0.437223397
340,1976,"Lutz, John,",1939,1976,21341,,crime,1976,m,teamred | chimyst,New York P,,us,,1970.14176,,Saint Loui,Buyer beware,-0.438333708
553,1889,"Stockton, Frank Richard,",1834,1889,mdp.39015007007282,,scifi,1889,m,teamred | anatscifi,New york;D,,us,18920069,1883.107487,124275,,The great war syndicate,-0.440593626
907,1818,"Austen, Jane,",1775,1818,uiuo.ark+=13960=t2b85z60c,v. 4,gothic,1818,f,teamblack | lochorror | stew,London;Joh,PR4034.N7 1818,uk,2026857,1812.098493,8721875,Rejection ,Northanger Abbey,-0.441186638
23,1929,"Burroughs, Edgar Rice,",1875,1929,10302,,scifi,1929,m,teamred | chiscifi | stew,New York G,,us,,1922.982689,,Science fi,The monster men,-0.44882247
905,1880,"Braddon, M. E.",1835,1880,uiuo.ark+=13960=t2697pf21,,sensation,1880,f,sensation | teamblack | stew,London,,uk,,1873.977797,,,The Story of Barbara,-0.449144982
662,1800,"Karamzin, NikolaÄ_ MikhaÄ_lovich,",1766,1803,nyp.33433051569915,,non_genre,1800,m,teamred | random,London;Printed by G. Sidney;1803.,,ru,,1793.97402,8614719,,Russian tales,-0.449394057
609,1913,"Aldridge, Janet.",,1913,mdp.39076002657265,,gothic,1913,f,teamred | locghost,Philadelph,,,144204779,1906.954267,9930140,Hazing;Con,The Meadow-Brook girls un,-0.450696541
162,1937,"Wells, H. G.",1866,1937,11552,,scifi,1937,m,teamred | chiscifi,London Cha,,uk,,1930.910362,,Science fi,Star-begotten,-0.45359149
838,1912,"Burroughs, Edgar Rice,",1875,1917,uc2.ark+=13960=t2794143s,,scifi,1912,m,teamred | anatscifi,New York;G,,us,28946565,1905.805906,7652854,,A princess of Mars,-0.46047902
202,1952,"Asimov, Isaac,",1920,1952,20044,,scifi,1952,m,chirandom | teamblack | chiscifi | stew,Garden Cit,,us,,1945.783395,,"Seldon, Ha",Foundation and empire,-0.461963379
470,1921,"Nathan, Robert,",1894,1921,4599,,non_genre,1921,m,chirandom | teamred,New York R,,us,,1914.748151,,Teachers;U,Autumn,-0.464287275
149,1932,"Stapledon, Olaf,",1886,1932,11385,,scifi,1932,m,teamred | chiscifi,London Met,,uk,,1925.740087,,Science fi,Last men in London,-0.464818961
348,1977,"Donaldson, Stephen R,",1947,1977,21416,,non_genre,1977,m,chifantasy | teamblack,New York H,,us,,1970.692464,,Fantasy li,The Illearth war,-0.467959126
937,1838,"Trollope, Frances Milton,",1779,1838,umn.31951002096159c,v.2,non_genre,1838,f,teamblack | random,London;R. Bentley;1838.,,uk,5786305,1831.673879,11223881,,A romance of Vienna,-0.469184549
320,1973,"Davis, Dorothy Salisbury,",1916,1973,21088,,crime,1973,f,chirandom | teamblack | chimyst,New York C,,us,,1966.631016,,Mystery fi,The little brothers,-0.472010823
932,1812,"Byron, Medora Gordon.",,1812,uiuo.ark+=13960=t95723s7x,v.2,non_genre,1812,f,teamblack | random,"London;Printed at the Minerva-press, for A. K. Newman and co.;1812.",,uk,36811317,1805.524947,283101,,The Englishman,-0.479004725
328,1973,"Stout, Rex,",1886,1973,21143,,crime,1973,m,teamred | chimyst,New York V,,us,,1966.479454,,New York (,Please pass the guilt,-0.482004389
444,1989,"Hillerman, Tony,",1925,1989,23109,,crime,1989,m,teamred | chimyst, Thorndike,,us,,1982.46671,,United Sta,Talking God,-0.482844691
179,1945,"Lewis, C. S.",1898,1945,11778,,scifi,1945,m,chifantasy | teamblack | chiscifi,London Bod,,uk,,1938.425907,,"Ransom, El",That hideous strength,-0.485535163
815,1899,"Green, Anna Katharine,",1846,1899,uc1.b4104310,,crime,1899,f,det100 | teamblack,New York;L,,us,276196,1892.412757,6155805,,Agatha Webb,-0.486402236
671,1905,"Harper, Vincent.",,1905,nyp.33433074850961,,scifi,1905,m,teamblack | anatscifi | stew,New York;D,,us,8259737,1898.353157,8666750,,The mortgage on the brain,-0.49033209
598,1912,"Baum, L. Frank",1856,1912,mdp.39015074379739,,crime,1912,m,teamred | locdetective | stew,Chicago;Re,,,47014670,1905.322357,5668909,Mystery an,Aunt Jane's nieces on vac,-0.492362908
97,1950,"Howard, Robert E.",1906,1950,10993,,non_genre,1950,m,chifantasy | teamblack,New York G,,us,,1943.183755,,Fantasy fi,Conan the conqueror,-0.501501992
45,1937,"Pseudoman, Akkad,",1866,1937,10526,,scifi,1937,m,chirandom | teamblack | chiscifi," Princeton, N.J., Scientific Pub. Co. 1937",,us,,1930.176422,112,Science -- Philosophy;Technology -- Philosophy;Hypothesis,Zero to eighty,-0.501985522
385,1981,"McIntyre, Vonda N,",1948,1981,21866,,scifi,1981,f,teamred | chiscifi,New York P,,us,,1974.099163,,Science fi,The entropy effect,-0.507079745
174,1942,"Marsh, Ngaio,",1895,1942,11709,,crime,1942,f,chirandom | teamblack | chimyst | cozy,New York S,,nz,,1935.078514,,"Alleyn, Ro",A man lay dead,-0.508441274
872,1912,"Pidgin, Charles Felton,",1844,1912,uc2.ark+=13960=t6zw19x28,,crime,1912,m,det100 | teamblack,Boston;L. ,PZ3.P592Ch,us,2329444,1905.059181,7646115,,The chronicles of Quincy ,-0.509716078
644,1910,"Orczy, Emmuska Orczy,",1865,1910,njp.32101068574530,,crime,1910,f,det100 | teamblack,London;New,,uk,11192817,1903.036967,8972389,,Lady Molly of Scotland Ya,-0.511180755
204,1952,"Jones, Raymond F.",1915,1952,20065,,scifi,1952,m,teamblack | chiscifi,Philadelph,,us,,1945.032016,,Science fi,Son of the stars,-0.511507253
262,1964,"Fast, Howard,",1914,1964,20582,,non_genre,1964,m,chirandom | teamblack,Garden Cit,,us,,1956.939538,,,Agrippa's daughter,-0.517604994
153,1934,"Linklater, Eric,",1899,1934,11442,,non_genre,1934,m,chirandom | teamred,New York F,,uk,,1926.930583,,Scottish f,Magnus Merriman,-0.51819545
669,1910,"Eggleston, George Cary,",1839,1910,nyp.33433074848668,,non_genre,1910,m,teamblack | random,Boston;Lot,PZ3.E30We,us,3141215,1902.872929,6501584,,Westover of Wanalah;,-0.521996998
726,1908,"Perrin, Alice,",1867,1908,nyp.33433075766463,,non_genre,1908,f,teamred | random,London;Cha,,uk,37301807,1900.869078,8670000,,The stronger claim,-0.522250933
421,1987,"Flynn, Robert,",1932,1987,22676,,non_genre,1987,m,chirandom | teamred, Fort Worth : Texas Christian University Press 1987,,us,,1979.861686,406,Texas,Wanderer Springs,-0.522738307
403,1984,"Cherryh, C. J,",1942,1984,22168,,scifi,1984,f,teamred | chifantasy | chiscifi,New York Y,,us,,1976.692246,,Science fi,Chanur's venture,-0.533910745
390,1981,"Vardeman, Robert E,",1947,1981,21905,,scifi,1981,m,chirandom | teamred | chiscifi | stew,New York P,,us,,1973.669432,,Science fi,The Klingon gambit,-0.535415012
663,1807,"Roche, Regina Maria,",1763,1807,nyp.33433067303937,v. 1,gothic,1807,f,teamred | stangothic,New-York;P. Burtsell;1807.,,uk,37291665,1799.668566,8618455,English fiction,"The discarded son; or, Haunt of the banditti",-0.535472168
894,1823,"Gaspey, Thomas,",1788,1823,uiuo.ark+=13960=t00z7jj1c,v.2,gothic,1823,m,teamblack | stangothic,London;Longman;1823.,,uk,13323912,1815.569087,8722090,,"Other times; or, the monks of Leadenhall",-0.542031501
678,1838,"James, G. P. R.",1799,1838,nyp.33433074868807,v. 1,non_genre,1838,m,teamred | random,New York;H,,uk,37312214,1830.564184,8670619,,The robber,-0.542354799
824,1829,"Lytton, Edward Bulwer Lyt",1803,1829,uc2.ark+=13960=t0ms3qz4m,v.1,non_genre,1829,m,teamred | random,London;Hen,PZ3.L998DPR4922,uk,4630009,1821.542615,5261214,History;An,Devereux,-0.54377701
826,1912,"Rose, William Ganson,",1878,1912,uc2.ark+=13960=t0xp6w75n,,non_genre,1912,m,teamblack | random,New York;D,HF6161.M8R7,us,2381540,1904.497406,7671273,,Putting Marshville on the,-0.546757947
195,1950,"Wentworth, Patricia,",1878,1950,11932,,crime,1950,f,chirandom | teamblack | chimyst,Philadelph,,uk,,1942.457495,,"Silver, Ma",Through the wall,-0.549389558
686,1871,"Marryat, Florence,",1837,1871,nyp.33433074880075,,non_genre,1871,f,teamblack | random,New York;H,,uk,13325535,1863.455297,8666639,English fi,Her lord and master,-0.54953449
345,1976,"Vonnegut, Kurt,",1922,1976,21379,,non_genre,1976,m,chifantasy | teamblack,New York :,,us,,1968.348518,,Fantasy fi,Slapstick,-0.556575259
940,1865,"Dickens, Charles,",1812,1881,uva.x000237148,,gothic,1865,m,teamblack | pbgothic,Boston;Hou,,uk,20658959,1857.337287,9780471,,Our mutual friend,-0.557315794
942,1865,"Verne, Jules,",1828,1874,uva.x000380956,,scifi,1865,m,teamred | anatscifi | stew,New York;S,PQ2469.D3E45 1874,fr,2867357,1857.333761,8719887,,From the Earth to the Moo,-0.557548294
814,1904,"Baring-Gould, S.",,1904,uc1.b4103074,,gothic,1904,m,teamred | locghost | stew,London;Met,,uk,20916821,1896.333601,6155345,Ghost stor,A book of ghosts,-0.557558797
911,1818,"Porter, Anna Maria,",1778,1818,uiuo.ark+=13960=t3jw90j80,v.2,gothic,1818,f,teamblack | stangothic,"London;Printed for Longman, Hurst, Rees, Orme, and Brown;1818.",,uk,3596752,1810.313286,404317,,The fast of St. Magdalen,-0.558898334
212,1953,"Lasswell, Mary,",1905,1953,20102,,non_genre,1953,f,chirandom | teamred,Boston Hou,,us,,1945.19152,,Fishers;Wi,Tooner Schooner,-0.56692726
506,1922,"Hamilton, Cicely,",1872,1922,dul1.ark+=13960=t16m3xm4f,,scifi,1922,f,teamred | femscifi | anatscifi,London;Leo,,uk,6700740,1914.066852,10943531,Utopias,Theodore savage,-0.575147524
685,1914,"Locke, William John,",1863,1914,nyp.33433074879481,,non_genre,1914,m,teamblack | random,New York;J,PZ3.L796Fo,uk,1842255,1906.063859,6534259,,The fortunate youth,-0.575344855
696,1920,"Benson, E. F.",1867,1920,nyp.33433074926712,,non_genre,1920,m,teamred | random,New York;D,,uk,7362222,1912.050092,8664212,,"""Queen Lucia""",-0.576252642
946,1888,"Ward, Humphry,",1851,1888,uva.x000674483,v.3,non_genre,1888,f,teamblack | random,Leipzig;Ta,,uk,17989629,1880.001266,9782339,,Robert Elsmere,-0.579472073
418,1987,"Bonanno, Margaret Wander,",,1987,22623,,scifi,1987,f,teamblack | chiscifi | stew,New York Y,,us,,1978.845277,,Movie nove,Strangers from the sky,-0.589757561
779,1846,"Reynolds, George W. M.",1814,1846,uc1.32106010644463,v.4,gothic,1846,m,teamred | pbgothic | stew,London;G. ,,uk,6338680,1837.687936,8323033,,The mysteries of London,-0.600132201
491,1946,"Peake, Mervyn,",1911,1946,PeakeTitusGroan1946,,gothic,1946,m,teamblack | pbgothic | stew,,,uk,,1937.64195,,,Titus Groan,-0.603164391
938,1915,"Rockwood, Roy.",,1915,umn.319510024638086,,crime,1915,m,teamblack | locdetmyst | juvenile | drop,New York;C,PZ7.A498Daa 1915,us,3453283,1906.586468,11223763,"Dashaway, ","Dave Dashaway, air champi",-0.606822764
68,1945,"Stein, Gertrude,",1874,1945,10793,,non_genre,1945,f,chirandom | teamred,New York R,,us,,1936.55717,,,Wars I have seen,-0.608754554
264,1965,"Ball, John Dudley,",1911,1965,20618,,crime,1965,m,teamred | chimyst,New York H,,us,,1956.466485,,Police;Pol,In the heat of the night,-0.614734108
159,1937,"Allingham, Margery,",1904,1937,11519,,crime,1937,f,chirandom | teamred | chimyst | cozy,London W. ,,uk,,1928.444381,,England;My,Dancers in mourning,-0.616191549
9,1940,"Atkinson, Eleanor,",1863,1940,10151,,non_genre,1940,f,chirandom | teamred,New York H,,us,,1931.440194,,Dogs;Skye ,Greyfriars Bobby,-0.61646763
410,1985,"Effinger, George Alec,",1947,1985,22340,,scifi,1985,m,chirandom | teamblack | chiscifi | stew,Garden Cit,,us,,1976.424585,,Science fi,The nick of time,-0.617496844
368,1978,"Swift, Edward,",1943,1978,21579,,non_genre,1978,m,chirandom | teamred,New York V,,us,,1969.418506,,Librarians,Splendora,-0.617897671
209,1953,"Asimov, Isaac,",1920,1953,20083,,scifi,1953,m,chirandom | teamred | chiscifi | stew,Garden Cit,,us,,1944.390292,,"Seldon, Ha",Second foundation,-0.619758034
666,1918,"Butler, Ellis Parker,",1869,1918,nyp.33433074807342,,crime,1918,m,det100 | teamblack,Boston;New,PZ3.B9766Ph,us,1949982,1909.359734,123924,,Philo Gubb,-0.621772984
383,1981,"Jones, Robert F.",1934,1981,21851,,non_genre,1981,m,chirandom | teamred,New York S,,us,,1972.318486,,Alaska;Adv,Slade's glacier,-0.624492728
630,1908,"Bodkin, M. McDonnell",1850,1908,njp.32101066455278,,crime,1908,m,det100 | teamblack | stew,London;Unw,,ir,8823315,1899.288255,8927893,,The quests of Paul Beck,-0.62648606
731,1867,"Gaboriau, Emile,",1832,1906,nyp.33433075833354,,crime,1867,m,det100 | teamblack,New York;C,,fr,30650664,1858.283092,1795880,,The mystery of Orcival,-0.626826492
534,1849,"Ainsworth, William Harris",1805,1880,inu.30000060903741,,gothic,1849,m,teamblack | pbgothic,London;New,,uk,11412156,1840.231144,6057971,,The Lancashire witches,-0.630251802
290,1967,"Reed, Ishmael,",1938,1967,20755,,non_genre,1967,m,chifantasy | teamblack,Garden Cit,,us,,1958.218213,,African Am,The free-lance pallbearer,-0.631104451
713,1917,"Doyle, Arthur Conan,",1859,1917,nyp.33433074968045,,crime,1917,m,teamred | locdetmyst,New York;G,,other,718243,1908.217442,6871794,Private in,His last bow,-0.631155289
261,1964,"Clement, Hal,",1922,1964,20573,,scifi,1964,m,teamblack | chiscifi,New York B,,us,,1955.150688,,Science fi,Close to critical,-0.635556885
380,1980,"Jakes, John,",1932,1980,21739,,non_genre,1980,m,chirandom | teamblack,New York Y : Jove Publications 1980,,us,,1970.94566,768,Kent family (Fictitious characters);United States;Adventure fiction;Epic fiction;Historical fiction,The Americans,-0.649075876
512,1888,"De Mille, James,",1833,1888,dul1.ark+=13960=t3zs3df24,,scifi,1888,m,teamblack | anatscifi | locscifi,New York;H,PS1534.D35S8,ca,4355055,1878.721759,7509390,Utopias;Sc,A strange manuscript foun,-0.663839258
446,1989,"Lackey, Mercedes,",1950,1989,23126,,multi,1989,f,chifantasy | teamblack | chimyst | chihorror,New York T,,us,,1979.707329,,Occult fic,Burning water,-0.664790731
376,1979,"Stasheff, Christopher,",1944,1979,21672,,scifi,1979,m,teamred | chifantasy | chiscifi,Garden Cit,,us,,1969.686842,,Science fi,A wizard in Bedlam,-0.666141618
