index,author,viaf_author_uri,title,date,gutenberg_id,genre,source,wc1,wc2,underwood_id,underwood_filename
588,"Pater, Walter",http://viaf.org/viaf/19689601,Imaginary portraits,1887,4038,fic,19b,33715,31516,PateWIP,PateWIP.txt
589,"Hardy, Thomas",http://viaf.org/viaf/54148778,Woodlanders,1887,482,fic,ncf,134170,129816,HardTW,nofile
590,"Barry, William Francis",http://viaf.org/viaf/38159288,The new Antigone,1887,,fic,ncf,217835,211681,BarrWNA,nofile
591,"James, Henry",http://viaf.org/viaf/36920030,The Aspern papers ; Louisa Pallant ; The modern warning,1888,,fic,19b,83170,75074,JameHAP,JameHAP.txt
592,"Ward, Humphry, Mrs.",http://viaf.org/viaf/27084321,Robert Elsmere,1888,8737,fic,ncf,288118,278261,WardHRE,nofile
593,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Master of Ballantrae,1889,864,fic,ncf,85946,83875,StevRMB,nofile
594,"Gissing, George",http://viaf.org/viaf/59083174,Nether world,1889,4301,fic,ncf,160790,157736,GissGNW,nofile
595,"Doyle, Arthur Conan",http://viaf.org/viaf/65283845,The sign of four,1890,2097,fic,ncf,43137,42039,DoylASF,nofile
596,"Meredith, George",http://viaf.org/viaf/14773801,One of our conquerors,1891,4476,fic,ncf,160281,152343,MereGOO,nofile
597,"Gissing, George",http://viaf.org/viaf/59083174,New Grub Street,1891,1709,fic,ncf,186430,182104,GissGNG,nofile
598,"Morris, William",http://viaf.org/viaf/22146194,News from nowhere,1891,3261,fic,ncf,77893,76907,MorrWNF,nofile
599,"Wilde, Oscar",http://viaf.org/viaf/34464414,Picture of Dorian Gray,1891,174,fic,ncf,79108,77071,WildOPD,nofile
600,"Kipling, Rudyard",http://viaf.org/viaf/7524679,Life's handicap; being stories of mine own people,1891,5777,fic,19b,143763,115761,KiplRLH,KiplRLH.txt
601,"Hardy, Thomas",http://viaf.org/viaf/54148778,Tess of the D'Urbervilles,1891,110,fic,ncf,147552,142637,HardTTD,nofile
602,"Grossmith, George",http://viaf.org/viaf/64144601,Diary of a nobody,1892,1026,fic,ncf,42231,39686,GrosGDN,nofile
603,"Hardy, Thomas",http://viaf.org/viaf/54148778,Pursuit of well-beloved,1892,,fic,ncf,62573,60704,HardTPW,nofile
604,"Baring-Gould, Sabine",http://viaf.org/viaf/66640079,In the roar of the sea,1892,40631,fic,ncf,143581,138368,BariSIR,nofile
605,"Ward, Humphry, Mrs.",http://viaf.org/viaf/27084321,The history of David Grieve (Vol. 1/3),1892,8076,fic,19b,96224,86071,WardHHD,WardHHD.txt
606,"Ward, Humphry, Mrs.",http://viaf.org/viaf/27084321,The history of David Grieve (Vol. 2/3),1892,,fic,19b,99654,90387,WardHHD2,WardHHD2.txt
607,"Doyle, Arthur Conan, Sir",http://viaf.org/viaf/65283845,The adventures of Sherlock Holmes,1892,1661,fic,19b,109410,98531,DoylAAS,DoylAAS.txt
608,"Ward, Humphry, Mrs.",http://viaf.org/viaf/27084321,The history of David Grieve (Vol. 3/3),1892,,fic,19b,99780,91087,WardHHD3,WardHHD3.txt
609,"Wallace, Lew",http://viaf.org/viaf/97214081,"The prince of India, or, Why Constantinople fell (Vol. 1/2)",1893,6848;6849,fic,19b,138033,127730,WallLPI,WallLPI.txt
610,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Island nights' entertainments,1893,329,fic,ncf,28634,28164,StevRIN,nofile
611,"Howells, William Dean",http://viaf.org/viaf/95191935,"The world of chance, a novel",1893,,fic,19b,95985,88910,HoweWWC,HoweWWC.txt
612,"Wallace, Lew",http://viaf.org/viaf/97214081,"The prince of India, or, Why Constantinople fell (Vol. 2/2)",1893,,fic,19b,163019,150733,WallLPI2,WallLPI2.txt
613,"Gissing, George",http://viaf.org/viaf/59083174,Odd women,1893,4313,fic,ncf,139064,135156,GissGOW,nofile
614,"Henty, George Alfred",http://viaf.org/viaf/69058592,Through the Sikh war; a tale of the conquest of the Punjaub,1894,53717,fic,19b,132090,122870,HentGTS,HentGTS.txt
615,"Ross, Martin",http://viaf.org/viaf/100219923,Real Charlotte,1894,,fic,ncf,148558,143119,RossMRC,nofile
616,"Du Maurier, George",http://viaf.org/viaf/10144,Trilby (Vol. 1/3),1894,39858,fic,19b,37158,32714,DumaGT,DumaGT.txt
617,"Moore, George",http://viaf.org/viaf/88634979,Esther Waters,1894,8157,fic,ncf,142261,139986,MoorGEW,nofile
618,"Du Maurier, George",http://viaf.org/viaf/10144,Trilby (Vol. 3/3),1894,,fic,19b,27882,24087,DumaGT3,DumaGT3.txt
619,"Du Maurier, George",http://viaf.org/viaf/10144,Trilby (Vol. 2/3),1894,,fic,19b,38726,33874,DumaGT2,DumaGT2.txt
620,"Wells, H. G.",http://viaf.org/viaf/97006424,Time machine,1895,35,fic,ncf,32581,31788,WellHTM,nofile
621,"Ward, Humphry, Mrs.",http://viaf.org/viaf/27084321,Story of Bessie Costrell,1895,12181,fic,ncf,23803,22645,WardHSB,nofile
622,"Allen, Grant",http://viaf.org/viaf/48393117,The woman who did,1895,4396,fic,ncf,45667,44200,AlleGWW,nofile
623,"Stevenson, Robert Louis",http://viaf.org/viaf/95207986,Weir of Hermiston,1896,380,fic,ncf,47876,45724,StevRWH,nofile
624,"Hardy, Thomas",http://viaf.org/viaf/54148778,Jude the obscure,1896,153,fic,ncf,145515,142648,HardTJO,nofile
625,"Hardy, Thomas",http://viaf.org/viaf/54148778,Well-beloved,1897,9438,fic,ncf,63053,61068,HardTW2,nofile
626,"Gissing, George",http://viaf.org/viaf/59083174,Whirlpool,1897,4299,fic,ncf,162665,158292,GissGW,nofile
627,"Coleridge, Mary E.",http://viaf.org/viaf/8191834,The king with two faces,1897,,fic,ncf,127945,123323,ColeMKW,nofile
628,"Stoker, Bram",http://viaf.org/viaf/17229847,Dracula,1897,345,fic,ncf,161169,156879,StokBD,nofile
629,"Zangwill, Israel",http://viaf.org/viaf/56617927,Dreamers of the Ghetto,1898,29875,fic,19b,156317,144655,ZangIDG,ZangIDG.txt
630,"Churchill, Winston",http://viaf.org/viaf/94507588,Richard Carvel,1899,5373,fic,19b,196922,177497,ChurWRC,ChurWRC.txt
631,"Brown, George Douglas",http://viaf.org/viaf/7534248,The house with the green shutters,1901,25876,fic,ncf,89545,84348,BrowGHW,nofile
632,"Butler, Samuel",http://viaf.org/viaf/49578292,The way of all flesh,1903,2084,fic,ncf,162911,159728,ButlSWA,nofile
633,"Surtees, Robert Smith",http://viaf.org/viaf/62352645,,,,fic,lav,,,,
634,"Wister, Owen",http://viaf.org/viaf/100961029,The Virginian,1902,1298,fic,lav,,,,
635,"Chesterton, G.K.",http://viaf.org/viaf/14767719,,,,fic,lav,,,,
636,"Cather, Willa",http://viaf.org/viaf/2480701,,,,fic,lav,,,,
637,"James, Henry",http://viaf.org/viaf/36920030,The Aspern papers,,211,fic,lav,,,,
