index,author,viaf_author_uri,title,date,gutenberg_id,genre,source
1025,"Geissler, Ludwig A,",,Looking beyond,1891,20956,chiutopia | chiscifi | teamred | stew,genrescorpus
1026,"Corman, Avery,",,Oh: God!,1971,20942,chifantasy | teamblack,genrescorpus
1027,"Blatty, William Peter",,The exorcist,1971,20936,teamblack | pbgothic,genrescorpus
1028,"Hjortsberg, William,",,Gray matters,1971,20961,teamred | chiscifi,genrescorpus
1029,"Pentecost, Hugh,",,The deadly joke,1971,20979,teamblack | chimyst | stew,genrescorpus
1030,"Thomas, Ross,",,The fools in town are on ,1971,20996,teamblack | chimyst,genrescorpus
1031,"Pronzini, Bill,",,The stalker,1971,20982,teamred | chimyst,genrescorpus
1032,"Levin, Ira,",,The Stepford wives,1972,21035,teamblack | chihorror | chiscifi,genrescorpus
1033,"Highsmith, Patricia,",,A dog's ransom,1972,21028,chirandom | teamred | crime,genrescorpus
1034,"Millhauser, Steven,",,Edwin Mullhouse,1972,21043,chirandom | teamred,genrescorpus
1035,"Malzberg, Barry N,",,Herovit's world,1973,21116,chirandom | teamblack | chiscifi,genrescorpus
1036,"Stout, Rex,",,Please pass the guilt,1973,21143,teamred | chimyst,genrescorpus
1037,"Spencer, Scott,",,Last night at the brain t,1973,21142,chirandom | teamblack,genrescorpus
1038,"Davis, Dorothy Salisbury,",,The little brothers,1973,21088,chirandom | teamblack | chimyst,genrescorpus
1039,"Vonnegut, Kurt,",,Breakfast of Champions,1973,21147,teamred | chiscifi,genrescorpus
1040,"Gardner, John,",,Jason and Medeia,1973,21094,chirandom | teamred | chifantasy,genrescorpus
1041,"MacDonald, John D.",,The scarlet ruse,1973,21114,chirandom | teamred | chimyst,genrescorpus
1042,"Berryman, John,",,Recovery,1973,21079,chirandom | teamred,genrescorpus
1043,"Platt, Kin,",,The Princess Stakes murde,1973,21127,teamblack | chimyst,genrescorpus
1044,"Piercy, Marge,",,Small changes,1973,21126,chirandom | teamred,genrescorpus
1045,"Stark, Richard,",,Butcher's moon,1974,21221,chirandom | teamblack | crime,genrescorpus
1046,"Le Guin, Ursula K.",,The Dispossessed,1974,21187,chiutopia | chiscifi | teamred,genrescorpus
1047,"Platt, Kin,",,The giant kill,1974,21211,teamred | chimyst | stew,genrescorpus
1048,"Harrison, Harry,",,Queen Victoria's revenge,1974,21179,teamblack | chimyst,genrescorpus
1049,"Stasheff, Christopher,",,The warlock in spite of h,1975,21288,chirandom | chifantasy | teamblack,genrescorpus
1050,"Silverberg, Robert,",,The stochastic man,1975,21286,teamblack | chiscifi | stew,genrescorpus
1051,"Farris, John,",,The fury,1976,21318,teamblack | chihorror | stew,genrescorpus
1052,"Rice, Anne",,Interview with the vampir,1976,21362,teamblack | pbgothic,genrescorpus
1053,"Niven, Larry,",,A world out of time,1976,21351,teamblack | chiscifi,genrescorpus
1054,"Platt, Kin,",,The body beautiful murder,1976,21356,teamblack | chimyst,genrescorpus
1055,"Piercy, Marge,",,Woman on the edge of time,1976,21355,chiutopia | chiscifi | teamred,genrescorpus
1056,"L'Amour, Louis,",,To the Far Blue Mountains,1976,21335,chirandom | teamblack,genrescorpus
1057,"Vonnegut, Kurt,",,Slapstick,1976,21379,chifantasy | teamblack,genrescorpus
1058,"Butler, Octavia E,",,Patternmaster,1976,21304,teamred | chifantasy | chiscifi,genrescorpus
1059,"Lutz, John,",,Buyer beware,1976,21341,teamred | chimyst,genrescorpus
1060,"Jenkins, Dan,",,Limo,1976,21330,chirandom | teamred,genrescorpus
1061,"Michaels, Fern,",,Captive passions,1977,21453,chirandom | teamblack,genrescorpus
1062,"Segal, Erich,",,Oliver's story,1977,21473,chirandom | teamred,genrescorpus
1063,"Leiber, Fritz,",,Our lady of darkness,1977,21443,teamred | chifantasy | chiscifi,genrescorpus
1064,"Saul, John,",,Suffer the children,1977,21470,teamred | chihorror,genrescorpus
1065,"Dick, Philip K,",,A scanner darkly,1977,21412,teamblack | chiscifi,genrescorpus
1066,"Sanders, Lawrence,",,The second deadly sin,1977,21469,teamred | chimyst,genrescorpus
1067,"Donaldson, Stephen R,",,The power that preserves,1977,21417,chirandom | chifantasy | teamblack | chiscifi | stew,genrescorpus
1068,"Foster, Alan Dean,",,The end of the matter,1977,21423,chirandom | teamred | chiscifi,genrescorpus
1069,"Anthony, Piers,",,A spell for Chameleon,1977,21390,chifantasy | teamblack,genrescorpus
1070,"Donaldson, Stephen R,",,The Illearth war,1977,21416,chifantasy | teamblack,genrescorpus
1071,"Sanchez, Thomas,",,Zoot-suit murders,1978,21569,teamblack | chimyst,genrescorpus
1072,"Peters, Elizabeth,",,Street of the five moons,1978,21565,teamred | chimyst,genrescorpus
1073,"Mcdonald, Gregory,",,Fletch's fortune,1978,21560,teamred | chimyst,genrescorpus
1074,"Bova, Ben,",,Colony,1978,21500,teamred | chiscifi | stew,genrescorpus
1075,"Bayer, William,",,Tangier,1978,21494,chirandom | teamblack,genrescorpus
1076,"Strieber, Whitley",,The wolfen,1978,21578,teamred | pbgothic,genrescorpus
1077,"Swift, Edward,",,Splendora,1978,21579,chirandom | teamred,genrescorpus
1078,"Brown, Wesley,",,Tragic magic,1978,21501,chirandom | teamred,genrescorpus
1079,"Daniels, Les,",,The black castle,1978,21511,teamred | chihorror | stew,genrescorpus
1080,"Wilcox, Collin,",,The watcher,1978,21589,teamred | chimyst | stew,genrescorpus
1081,"King, Stephen,",,The stand,1978,21542,teamred | chihorror | stew,genrescorpus
1082,"Lustbader, Eric,",,Shallows of night,1978,21552,teamred | chiscifi,genrescorpus
1083,"Estleman, Loren D,",,Sherlock Holmes vs. Dracu,1978,21519,teamred | chimyst | chihorror,genrescorpus
1084,"Adler, Warren,",,The Casanova embrace,1978,21488,chirandom | teamblack,genrescorpus
1085,"Schulman, J. Neil 1953-  ",,Alongside night,1979,21670,teamblack | chiscifi,genrescorpus
1086,"Gordon, Noah,",,The Jerusalem diamond,1979,21620,chirandom | teamred,genrescorpus
1087,"Zebrowski, George,",,Macrolife,1979,21685,teamred | chiscifi | stew,genrescorpus
1088,"Dickson, Gordon R,",,Masters of Everon,1979,21611,teamblack | chiscifi | stew,genrescorpus
1089,"Cline, C. Terry,",,Cross current,1979,21607,chirandom | teamblack,genrescorpus
1090,"King, Stephen,",,The dead zone,1979,21631,teamblack | chihorror | chiscifi | stew,genrescorpus
1091,"Stasheff, Christopher,",,A wizard in Bedlam,1979,21672,teamred | chifantasy | chiscifi,genrescorpus
1092,"Braverman, Kate,",,Lithium for Medea,1979,21603,chirandom | teamblack,genrescorpus
1093,"Jakes, John,",,The Americans,1980,21739,chirandom | teamblack,genrescorpus
1094,"Kurland, Michael,",,The last President,1980,21749,teamred | chiscifi,genrescorpus
1095,"Andrews, V. C.  (Virginia",,Petals on the wind,1980,21686,teamred | chihorror,genrescorpus
1096,"Herzog, Arthur,",,Aries rising,1980,21734,chirandom | teamred,genrescorpus
1097,"Harris, Thomas",,Red dragon,1981,21845,chimyst | pbgothic | teamred,genrescorpus
1098,"Jones, Robert F.",,Slade's glacier,1981,21851,chirandom | teamred,genrescorpus
1099,"Valin, Jonathan,",,Dead Letter,1981,21904,teamblack | chimyst | stew,genrescorpus
1100,"Niven, Larry,",,Oath of fealty,1981,21877,teamred | chiscifi | stew,genrescorpus
1101,"Niven, Larry,",,Dream Park,1981,21876,teamblack | chiscifi,genrescorpus
1102,"Vardeman, Robert E,",,The Klingon gambit,1981,21905,chirandom | teamred | chiscifi | stew,genrescorpus
1103,"Strieber, Whitley",,The hunger,1981,21900,teamblack | pbgothic | stew,genrescorpus
1104,"May, Julian,",,The many-colored land,1981,21864,teamred | chiscifi | stew,genrescorpus
1105,"McIntyre, Vonda N,",,The entropy effect,1981,21866,teamred | chiscifi,genrescorpus
1106,"Hubbard, L. Ron,",,Battlefield earth,1982,21967,chirandom | teamred | chiscifi,genrescorpus
1107,"Montalbano, William D,",,Trap line,1982,21999,teamblack | chimyst | stew,genrescorpus
1108,"Bishop, Michael,",,No enemy but time,1982,21929,teamblack | chiscifi,genrescorpus
1109,"Andrews, V. C.  (Virginia",,My sweet Audrina,1982,21920,teamblack | chihorror | stew,genrescorpus
1110,"Wilcox, Collin,",,Stalking horse,1982,22029,teamblack | chimyst | stew,genrescorpus
1111,"Lorrah, Jean,",,Channel's destiny,1982,21981,teamblack | chiscifi | stew,genrescorpus
1112,"Spellman, Cathy Cash,",,So many partings,1983,22133,chirandom | teamred,genrescorpus
1113,"Coldsmith, Don,",,Follow the wind,1983,22054,chirandom | teamblack,genrescorpus
1114,"MacLeod, Charlotte,",,Something the cat dragged,1983,22097,chirandom | teamred | chimyst | stew,genrescorpus
1115,"Foster, Alan Dean,",,For love of mother-not,1983,22073,chirandom | teamred | chiscifi | stew,genrescorpus
1116,"Meade, Marion,",,Sybille,1983,22107,chirandom | teamblack,genrescorpus
1117,"May, Julian,",,The nonborn king,1983,22103,teamblack | chiscifi,genrescorpus
1118,"Cherryh, C. J,",,Chanur's venture,1984,22168,teamred | chifantasy | chiscifi,genrescorpus
1119,"MacLeod, Charlotte,",,The Convivial Codfish,1984,22221,teamred | chimyst,genrescorpus
1120,"Muller, Marcia,",,Games to keep the dark aw,1984,22241,teamred | chimyst | stew,genrescorpus
1121,"Gibson, William",,Neuromancer,1984,22193,teamred | pbgothic | chiscifi | stew,genrescorpus
1122,"Benford, Gregory,",,Artifact,1985,22305,teamblack | chiscifi,genrescorpus
1123,"Effinger, George Alec,",,The nick of time,1985,22340,chirandom | teamblack | chiscifi | stew,genrescorpus
1124,"Collins, Max Allan,",,A shroud for Aquarius,1985,22325,chirandom | teamred | chimyst,genrescorpus
1125,"Dick, Philip K,",,Puttering about in a smal,1985,22332,chirandom | teamblack,genrescorpus
1126,"MacLeod, Charlotte,",,The plain old man,1985,22375,teamred | chimyst,genrescorpus
1127,"Dickson, Gordon R,",,The forever man,1986,22488,teamred | chiscifi,genrescorpus
1128,"Friedman, Kinky,",,Greenwich killing time,1986,22499,teamblack | chimyst,genrescorpus
1129,"Dunlap, Susan,",,The last annual slugfest,1986,22492,teamblack | chimyst | stew,genrescorpus
1130,"Foster, Alan Dean,",,Into the out of,1986,22498,teamred | chihorror | chiscifi | stew,genrescorpus
1131,"Kerr, Katharine,",,Daggerspell,1986,22530,teamred | chifantasy,genrescorpus
1132,"Logue, John,",,Boats against the current,1987,22723,chirandom | teamblack,genrescorpus
1133,"Guild, Nicholas,",,The Assyrian,1987,22685,chirandom | teamblack,genrescorpus
1134,"Ray, Robert J. 1935-  (Ro",,Murdock for hire,1987,22766,teamblack | chimyst | stew,genrescorpus
1135,"Spencer, LaVyrle,",,The gamble,1987,22783,chirandom | teamred,genrescorpus
1136,"Hiaasen, Carl,",,Double whammy,1987,22692,chirandom | teamred | chimyst,genrescorpus
1137,"Parker, Robert B.",,Pale kings and princes,1987,22748,teamblack | chimyst,genrescorpus
1138,"Braun, Lilian Jackson,",,The cat who played Brahms,1987,22628,teamred | chimyst,genrescorpus
1139,"Bonanno, Margaret Wander,",,Strangers from the sky,1987,22623,teamblack | chiscifi | stew,genrescorpus
1140,"Williams, Walter Jon,",,Voice of the whirlwind,1987,22803,chirandom | teamblack | chiscifi,genrescorpus
1141,"Friedman, Kinky,",,A case of Lone Star,1987,22678,chirandom | teamred | chimyst,genrescorpus
1142,"Flynn, Robert,",,Wanderer Springs,1987,22676,chirandom | teamred,genrescorpus
1143,"King, Stephen,",,Misery,1987,22708,teamred | pbgothic | chihorror,genrescorpus
1144,"Gregory, Philippa,",,Wideacre,1987,23601,chirandom | teamred,genrescorpus
1145,"Collins, Max Allan,",,Spree,1987,22649,teamblack | chimyst,genrescorpus
1146,"Anthony, Piers,",,Being a green mother,1987,22609,chifantasy | teamblack,genrescorpus
1147,"Morrison, Toni",,Beloved,1987,22741,teamblack | pbgothic,genrescorpus
1148,"McCaffrey, Anne,",,The lady,1987,22732,chirandom | teamred,genrescorpus
1149,"Swift, Edward,",,A place with promise,1987,22787,chirandom | teamred,genrescorpus
1150,"Engh, M. J,",,Wheel of the winds,1988,22878,teamred | chiscifi,genrescorpus
1151,"Hambly, Barbara",,Those who hunt the night,1988,22897,chifantasy | teamblack | pbgothic | stew,genrescorpus
1152,"Anthony, Piers,",,Heaven cent,1988,22817,chifantasy | teamblack,genrescorpus
1153,"Hess, Joan,",,Mischief in Maggody,1988,22904,teamblack | chimyst | stew,genrescorpus
1154,"Rosenberg, Joel,",,Not for glory,1988,22960,teamred | chifantasy | chiscifi,genrescorpus
1155,"Grissom, Ken,",,Drop-off,1988,22894,chirandom | teamblack | chimyst | stew,genrescorpus
1156,"Crais, Robert,",,Stalking the angel,1989,23062,teamred | chimyst,genrescorpus
1157,"Goldsborough, Robert,",,The last coincidence,1989,23092,chirandom | teamblack | chimyst,genrescorpus
1158,"Hillerman, Tony,",,Talking God,1989,23109,teamred | chimyst,genrescorpus
1159,"Somtow, S. P,",,Moon dance,1989,23200,teamblack | chihorror | stew,genrescorpus
1160,"Weinstein, Howard,",,Power hungry,1989,23231,chirandom | teamblack | chiscifi | stew,genrescorpus
1161,"Cook, Robin,",,Mutation,1989,23059,teamred | chihorror | chiscifi | stew,genrescorpus
1162,"Powers, Tim,",,The stress of her regard,1989,23165,teamred | chifantasy | chiscifi,genrescorpus
1163,"Lackey, Mercedes,",,Burning water,1989,23126,chifantasy | teamblack | chimyst | chihorror,genrescorpus
1164,"Dunlap, Susan,",,Pious deception,1989,23075,chirandom | teamred | chimyst | stew,genrescorpus
1165,"Shatner, William,",,TekWar,1989,23191,teamred | chimyst | chiscifi,genrescorpus
1166,"McMurtry, Larry,",,Some can whistle,1989,23139,chirandom | teamblack,genrescorpus
1167,"Jeter, K. W,",,Farewell horizontal,1989,23117,teamred | chiscifi,genrescorpus
